"","exact_isolate","asymptote","intercept","growthParam","Isolate","host_species","plate_no"
"507","Plate_17_98DF_G3",2989.79528416844,-4.22436816135089,0.00980326633433422,"98DF","monoraphidium",17
"508","Plate_17_98DF_G4",3425.24211538871,-4.42317372647533,0.00999707584906227,"98DF","monoraphidium",17
"509","Plate_17_AC_B11",2463.87515576873,-3.84737069128608,0.00819984534820976,"AC","monoraphidium",17
"510","Plate_17_AC_C11",717.415800935423,-2.9780024914815,0.0122361166172997,"AC","monoraphidium",17
"511","Plate_17_AC_D11",1320.66042599348,-3.30471448665416,0.00889715027998791,"AC","monoraphidium",17
"512","Plate_17_AC_E11",689.237061698679,-3.05885594869953,0.0131984830257281,"AC","monoraphidium",17
"513","Plate_18_101DF_F5",496.433982021556,-4.14294211714188,0.0282058776354406,"101DF","monoraphidium",18
"514","Plate_18_101DF_F6",827.81996304634,-4.21838116064697,0.0269513784862084,"101DF","monoraphidium",18
"515","Plate_18_101DF_F7",500.642249849154,-3.97274249960607,0.0266971314612321,"101DF","monoraphidium",18
"516","Plate_18_103,1DF_F10",1084.13407572209,-3.38710859105738,0.0127671408149877,"103,1DF","monoraphidium",18
"517","Plate_18_103,1DF_F8",943.863956308875,-3.18476861677875,0.0136136072357453,"103,1DF","monoraphidium",18
"518","Plate_18_103,1DF_F9",849.273320017337,-3.24315139147233,0.0141424500189799,"103,1DF","monoraphidium",18
"519","Plate_18_107DF_G2",684.309680399915,-2.90658441063726,0.0161017261889851,"107DF","monoraphidium",18
"520","Plate_18_107DF_G3",700.8574690124,-2.92411071436552,0.0159699681868689,"107DF","monoraphidium",18
"521","Plate_18_107DF_G4",666.796126049545,-3.07062823504298,0.0174978971659138,"107DF","monoraphidium",18
"522","Plate_18_111,2DF_E2",50.5975183390958,-4.10176398739226,0.0327254346191915,"111,2DF","monoraphidium",18
"523","Plate_18_111,2DF_E3",522.085920141551,-5.80089435071627,0.0306337019312178,"111,2DF","monoraphidium",18
"524","Plate_18_111,2DF_E4",521.050429079616,-7.37002650930065,0.0296321892167766,"111,2DF","monoraphidium",18
"525","Plate_18_112,1DF_D5",942.182676549502,-3.24283630197339,0.0156292657140257,"112,1DF","monoraphidium",18
"526","Plate_18_112,1DF_D6",1260.29103488214,-3.2847910878881,0.0128773691045734,"112,1DF","monoraphidium",18
"527","Plate_18_112,1DF_D7",1402.54646571479,-3.31126494653426,0.0118422615435023,"112,1DF","monoraphidium",18
"528","Plate_18_120DF_E10",1010.8338496285,-3.13775499356765,0.0120726941589589,"120DF","monoraphidium",18
"529","Plate_18_120DF_E8",1023.32776915685,-3.15904815735451,0.0127403746471199,"120DF","monoraphidium",18
"530","Plate_18_120DF_E9",934.255170093045,-2.94169081840793,0.01179270744095,"120DF","monoraphidium",18
"531","Plate_18_121DF_D10",540.365248519931,-2.94084422008452,0.0168525243270769,"121DF","monoraphidium",18
"532","Plate_18_121DF_D8",464.349374482709,-4.10073170480988,0.0315542585857368,"121DF","monoraphidium",18
"533","Plate_18_121DF_D9",1129.33976080009,-3.26099942700418,0.0126381942820086,"121DF","monoraphidium",18
"534","Plate_18_159D3_C5",477.336826247708,-5.59438275273796,0.0324935628828854,"159D3","monoraphidium",18
"535","Plate_18_159D3_C6",544.80287543953,-4.93474500726077,0.0256446559459317,"159D3","monoraphidium",18
"536","Plate_18_159D3_C7",587.833322899957,-4.06907566958995,0.0218779439448972,"159D3","monoraphidium",18
"537","Plate_18_166D3_E5",682.882106416657,-3.51506202278724,0.018763537271736,"166D3","monoraphidium",18
"538","Plate_18_166D3_E6",683.651483155273,-3.56196422439756,0.019844631961119,"166D3","monoraphidium",18
"539","Plate_18_166D3_E7",660.332950956803,-3.48332867710393,0.019425802613121,"166D3","monoraphidium",18
"540","Plate_18_172D3_B10",1156.79529073245,-3.0372738519141,0.0124840869487047,"172D3","monoraphidium",18
"541","Plate_18_172D3_B8",828.494028594677,-2.89811696290623,0.0162799623941045,"172D3","monoraphidium",18
"542","Plate_18_172D3_B9",1073.41312861375,-2.87433291546972,0.0128344981896025,"172D3","monoraphidium",18
"543","Plate_18_175D3_F2",660.061372812845,-3.32757846015393,0.0170257954899341,"175D3","monoraphidium",18
"544","Plate_18_175D3_F3",692.944295224974,-3.22309202130178,0.016208488834351,"175D3","monoraphidium",18
"545","Plate_18_175D3_F4",729.494068561456,-3.08727110979976,0.0151330122497769,"175D3","monoraphidium",18
"546","Plate_18_177D3_B2",477.87514838548,-4.99499035867992,0.0289500285311122,"177D3","monoraphidium",18
"547","Plate_18_177D3_B3",475.274032969254,-5.18523461897609,0.0303063395100559,"177D3","monoraphidium",18
"548","Plate_18_177D3_B4",697.805281725194,-3.78184510851232,0.0197754452601191,"177D3","monoraphidium",18
"549","Plate_18_178D3_C10",725.997658689662,-3.08825579189013,0.0182241485697545,"178D3","monoraphidium",18
"550","Plate_18_178D3_C8",674.995698368791,-3.27359746538319,0.0208388429547593,"178D3","monoraphidium",18
"551","Plate_18_178D3_C9",749.059759957738,-3.25278942185624,0.0226557901691811,"178D3","monoraphidium",18
"552","Plate_18_183D3_G10",1160.81153267319,-3.66552681071051,0.0143796315152784,"183D3","monoraphidium",18
"553","Plate_18_183D3_G8",1190.55520968092,-3.59983305029751,0.013445986194958,"183D3","monoraphidium",18
"554","Plate_18_183D3_G9",1235.30291572439,-3.78919014200578,0.0138851262766225,"183D3","monoraphidium",18
"555","Plate_18_188D3_G5",79.8332631361233,-14.1219768853952,0.0952127854169542,"188D3","monoraphidium",18
"556","Plate_18_188D3_G6",87.5454902197007,-3.44308811779307,0.0222771558681558,"188D3","monoraphidium",18
"557","Plate_18_188D3_G7",253.733363984784,-3.46425402351874,0.0118760160009029,"188D3","monoraphidium",18
"558","Plate_18_196D3_C2",879.143079410434,-3.78215530126211,0.015977586113489,"196D3","monoraphidium",18
"559","Plate_18_196D3_C3",801.006442758511,-4.48349933128347,0.0201177264744714,"196D3","monoraphidium",18
"560","Plate_18_196D3_C4",957.258529265708,-4.08358659149386,0.0168085731410963,"196D3","monoraphidium",18
"561","Plate_18_199,1D3_D2",1189.41000599697,-3.57167818350755,0.0143907416520432,"199,1D3","monoraphidium",18
"562","Plate_18_199,1D3_D3",1201.11932521461,-3.6348552237992,0.0139616750599052,"199,1D3","monoraphidium",18
"563","Plate_18_199,1D3_D4",1184.39040171738,-3.6836754552659,0.0151021846724008,"199,1D3","monoraphidium",18
"564","Plate_18_99DF_B5",771.306092266344,-3.67736960695452,0.0175725900061677,"99DF","monoraphidium",18
"565","Plate_18_99DF_B6",493.134932878238,-8.3945944919951,0.0603374941390948,"99DF","monoraphidium",18
"566","Plate_18_99DF_B7",808.899565336107,-3.37477062124447,0.0157440019438021,"99DF","monoraphidium",18
"567","Plate_18_AC_B11",413.76794766685,-3.97972396779847,0.0271521511761376,"AC","monoraphidium",18
"568","Plate_18_AC_C11",452.917243934912,-3.27244502252902,0.0201089694542551,"AC","monoraphidium",18
"569","Plate_18_AC_D11",464.287986378902,-3.0068287610211,0.0167000121812609,"AC","monoraphidium",18
"570","Plate_18_AC_E11",487.06202713511,-3.57503067211552,0.0199650957921605,"AC","monoraphidium",18
"571","Plate_19_106DF_D10",682.269987513326,-3.43884628452596,0.0199760920983296,"106DF","monoraphidium",19
"572","Plate_19_106DF_D8",735.429293784237,-3.3253401075592,0.0179865449261987,"106DF","monoraphidium",19
"573","Plate_19_106DF_D9",764.712119497632,-3.16596321249286,0.0168476900048506,"106DF","monoraphidium",19
"574","Plate_19_112,2DF_G10",1090.21396977375,-3.38044309240424,0.0122693590953601,"112,2DF","monoraphidium",19
"575","Plate_19_112,2DF_G8",839.776720732773,-3.05347243677384,0.0135891591188026,"112,2DF","monoraphidium",19
"576","Plate_19_112,2DF_G9",864.65724142265,-3.23150328803898,0.0140732734811422,"112,2DF","monoraphidium",19
"577","Plate_19_113,1DF_F2",5456.58409803711,-5.92961903684381,0.00794981793581388,"113,1DF","monoraphidium",19
"578","Plate_19_113,1DF_F3",7861.25542038676,-6.37712224495331,0.00741290782938633,"113,1DF","monoraphidium",19
"579","Plate_19_113,1DF_F4",1771.21428275384,-3.97375588340322,0.012225577180301,"113,1DF","monoraphidium",19
"580","Plate_19_113,2DF_C2",720.744561557974,-4.69234198889098,0.0165447599977495,"113,2DF","monoraphidium",19
"581","Plate_19_113,2DF_C3",997.502725634271,-4.56928529637479,0.0132092184029076,"113,2DF","monoraphidium",19
"582","Plate_19_113,2DF_C4",865.991206966321,-4.45932075243365,0.0136200019560415,"113,2DF","monoraphidium",19
"583","Plate_19_113,3DF_G5",1118.68577673539,-3.27304795142431,0.0131743421413618,"113,3DF","monoraphidium",19
"584","Plate_19_113,3DF_G6",1236.81856711729,-6.38207138086731,0.0427381869024656,"113,3DF","monoraphidium",19
"585","Plate_19_113,3DF_G7",1312.17258439147,-3.35817356058864,0.0128041584488425,"113,3DF","monoraphidium",19
"586","Plate_19_114DF_D5",620.020182538075,-2.93374925230746,0.0163373255071715,"114DF","monoraphidium",19
"587","Plate_19_114DF_D6",1389.62012819528,-3.22317610299433,0.0119313184742648,"114DF","monoraphidium",19
"588","Plate_19_114DF_D7",693.387375367679,-2.98420155407726,0.0153314948010251,"114DF","monoraphidium",19
"589","Plate_19_119DF_C5",90.1679008799165,-3.72586018201451,0.0249695724935366,"119DF","monoraphidium",19
"590","Plate_19_119DF_C6",78.4534986453376,-7.02054620976286,0.0492794378308483,"119DF","monoraphidium",19
"591","Plate_19_119DF_C7",89.3212409479491,-6.2072925781786,0.0423780222232522,"119DF","monoraphidium",19
"592","Plate_19_157D3_B2",716.964824249943,-5.07741841185229,0.0255905527493146,"157D3","monoraphidium",19
"593","Plate_19_157D3_B3",529.953934944445,-5.86040615612519,0.0317332460240012,"157D3","monoraphidium",19
"594","Plate_19_157D3_B4",557.272662416397,-5.45660013337249,0.0280503556495214,"157D3","monoraphidium",19
"595","Plate_19_163D3_E5",888.977412740054,-3.75159215907875,0.0167497157537191,"163D3","monoraphidium",19
"596","Plate_19_163D3_E6",736.075817808374,-3.21119731357215,0.0142176723084996,"163D3","monoraphidium",19
"597","Plate_19_163D3_E7",817.313061089641,-3.54105943061563,0.0156461251613915,"163D3","monoraphidium",19
"598","Plate_19_168D3_F5",979.337824194063,-3.30913767096497,0.0157728302781789,"168D3","monoraphidium",19
"599","Plate_19_168D3_F6",1257.53047607589,-6.72704355750597,0.0451220199095862,"168D3","monoraphidium",19
"600","Plate_19_168D3_F7",1021.39407675287,-3.21202312520054,0.0148544917891776,"168D3","monoraphidium",19
"601","Plate_19_171D3_D2",1024.91058564333,-3.15156224593377,0.0156827573329534,"171D3","monoraphidium",19
"602","Plate_19_171D3_D3",1161.23398887925,-3.14854961476494,0.0131281514617845,"171D3","monoraphidium",19
"603","Plate_19_171D3_D4",1230.38498766612,-3.31579259385718,0.0127920689542899,"171D3","monoraphidium",19
"604","Plate_19_183,1D3_G2",981.780428599889,-3.35179849421209,0.0149484569765947,"183,1D3","monoraphidium",19
"605","Plate_19_183,1D3_G3",835.964929809755,-3.22543800555943,0.0158766104410356,"183,1D3","monoraphidium",19
"606","Plate_19_183,1D3_G4",1185.30841043521,-3.38861718632475,0.0141983481365094,"183,1D3","monoraphidium",19
"607","Plate_19_184D3_B10",961.988596313156,-3.19105946222358,0.0137883081791031,"184D3","monoraphidium",19
"608","Plate_19_184D3_B8",665.584215776832,-3.10115810751701,0.0169618322566778,"184D3","monoraphidium",19
"609","Plate_19_184D3_B9",892.343670308095,-3.24359197847447,0.0146426398442941,"184D3","monoraphidium",19
"610","Plate_19_186D3_B5",1087.30910374334,-4.04025400535324,0.0175791683514127,"186D3","monoraphidium",19
"611","Plate_19_186D3_B6",924.354863408404,-4.07937588343795,0.0188256367568394,"186D3","monoraphidium",19
"612","Plate_19_186D3_B7",1134.24429008251,-3.92122476953277,0.0164425329850989,"186D3","monoraphidium",19
"613","Plate_19_197D3_C10",827.592934447554,-3.82001967616659,0.017043447010423,"197D3","monoraphidium",19
"614","Plate_19_197D3_C8",944.422993252154,-3.84050455637395,0.0156315608441455,"197D3","monoraphidium",19
"615","Plate_19_197D3_C9",815.603958178464,-3.77482036808429,0.0164680973301226,"197D3","monoraphidium",19
"616","Plate_19_199,1D3_E2",660.98141477643,-3.08283673180802,0.0168147081270891,"199,1D3","monoraphidium",19
"617","Plate_19_199,1D3_E3",717.42794787586,-2.9743050873175,0.0139339784834573,"199,1D3","monoraphidium",19
"618","Plate_19_199,1D3_E4",745.582513060539,-3.19640190728472,0.015264072027301,"199,1D3","monoraphidium",19
"619","Plate_19_200D3_E10",928.434039014131,-3.12549541265966,0.0139198371926053,"200D3","monoraphidium",19
"620","Plate_19_200D3_E8",999.520785380462,-3.05720473032643,0.0129174115520618,"200D3","monoraphidium",19
"621","Plate_19_200D3_E9",1058.87907961896,-3.1520836377628,0.0129054956493709,"200D3","monoraphidium",19
"622","Plate_19_95DF_F10",1001.02907361242,-3.43649643897504,0.0125694926684047,"95DF","monoraphidium",19
"623","Plate_19_95DF_F8",946.336948321053,-3.3882216393615,0.0125012335772274,"95DF","monoraphidium",19
"624","Plate_19_95DF_F9",781.142809670686,-3.22059785367214,0.0148287585463928,"95DF","monoraphidium",19
"625","Plate_19_AC_B11",609.433305483301,-3.72171112842949,0.0201683012523991,"AC","monoraphidium",19
"626","Plate_19_AC_C11",711.498921576074,-3.57532246792937,0.0170258416254334,"AC","monoraphidium",19
"627","Plate_19_AC_D11",635.154359187506,-3.3435809409677,0.0161342064317346,"AC","monoraphidium",19
"628","Plate_19_AC_E11",608.038417849102,-3.80475454848039,0.0205972602911498,"AC","monoraphidium",19
"629","Plate_2_15DF_B2",383.715192580094,-7.74031921901124,0.0601376502729713,"15DF","chlorella",2
"630","Plate_2_15DF_C2",330.118569542527,-9.32179143265759,0.0716750564350114,"15DF","chlorella",2
"631","Plate_2_15DF_D2",331.162030243319,-9.31523933350295,0.0715322926008084,"15DF","chlorella",2
"632","Plate_2_16DF_E2",405.193269645241,-5.89409603888506,0.053607881946809,"16DF","chlorella",2
"633","Plate_2_16DF_F2",395.236623191293,-5.95249715595497,0.0546141681077393,"16DF","chlorella",2
"634","Plate_2_16DF_G2",435.135875321208,-6.28644773900638,0.0578959198847426,"16DF","chlorella",2
"635","Plate_2_17DF_B3",339.287425872523,-4.71478857848807,0.0527964622691129,"17DF","chlorella",2
"636","Plate_2_17DF_C3",457.166166092803,-5.08651565221488,0.0506585854422872,"17DF","chlorella",2
"637","Plate_2_17DF_D3",330.983946427554,-5.08676489745686,0.0556575784441688,"17DF","chlorella",2
"638","Plate_2_18DF_E3",532.757078988039,-5.63340681254429,0.0523700178188291,"18DF","chlorella",2
"639","Plate_2_18DF_F3",569.34279770065,-6.1097780721021,0.0564388796622429,"18DF","chlorella",2
"640","Plate_2_18DF_G3",571.908753236303,-5.80975212356199,0.0536330769378689,"18DF","chlorella",2
"641","Plate_2_19DF_B4",416.038607903819,-4.37491804831225,0.0374866852326875,"19DF","chlorella",2
"642","Plate_2_19DF_C4",327.1506999682,-4.36182324971865,0.0408485288487806,"19DF","chlorella",2
"643","Plate_2_19DF_D4",385.957569117612,-4.20070493342162,0.03581585926646,"19DF","chlorella",2
"644","Plate_2_20DF_E4",471.280620356867,-6.46982529344259,0.0584765094471819,"20DF","chlorella",2
"645","Plate_2_20DF_F4",573.817045372171,-10.6673989863127,0.102713700807578,"20DF","chlorella",2
"646","Plate_2_20DF_G4",457.465454523026,-6.78498008650161,0.0627725182940813,"20DF","chlorella",2
"647","Plate_2_21DF_B5",393.515299853297,-5.20140954846378,0.0557021449772834,"21DF","chlorella",2
"648","Plate_2_21DF_C5",378.23446675521,-5.46618605270511,0.0591969062592783,"21DF","chlorella",2
"649","Plate_2_21DF_D5",364.678703428507,-6.01495901052177,0.0627961832688411,"21DF","chlorella",2
"650","Plate_2_22DF_E5",390.936277273763,-7.94846822643945,0.072312770104024,"22DF","chlorella",2
"651","Plate_2_22DF_F5",349.278307205937,-7.11560405026083,0.0681906713782436,"22DF","chlorella",2
"652","Plate_2_22DF_G5",375.144185091728,-7.56022879715986,0.0712464228689948,"22DF","chlorella",2
"653","Plate_2_24DF_E6",292.746751391091,-5.58432568141942,0.0612090508636569,"24DF","chlorella",2
"654","Plate_2_24DF_F6",268.004701798338,-6.00932181720809,0.0670679404591904,"24DF","chlorella",2
"655","Plate_2_24DF_G6",282.529329195018,-5.4291239561838,0.059252032271425,"24DF","chlorella",2
"656","Plate_2_25,1DF_E7",270.095332956109,-5.51677583644577,0.0594495742655331,"25,1DF","chlorella",2
"657","Plate_2_25,1DF_F7",252.023500513508,-5.70852513179082,0.0622848175660535,"25,1DF","chlorella",2
"658","Plate_2_25,1DF_G7",270.13419430086,-5.54384306762211,0.058642516827236,"25,1DF","chlorella",2
"659","Plate_2_25DF_B7",572.501250106799,-3.83406252925283,0.0270703764305537,"25DF","chlorella",2
"660","Plate_2_25DF_C7",542.317043028065,-3.80589529927699,0.0279127752217888,"25DF","chlorella",2
"661","Plate_2_25DF_D7",541.656468157202,-3.96626706958954,0.029083730875808,"25DF","chlorella",2
"662","Plate_2_26DF_B8",301.556145384401,-6.46431134501044,0.0703977654160422,"26DF","chlorella",2
"663","Plate_2_26DF_C8",305.814124365113,-4.83631290272728,0.0522945513244608,"26DF","chlorella",2
"664","Plate_2_26DF_D8",281.116042043388,-5.62758966071387,0.0610122154045801,"26DF","chlorella",2
"665","Plate_2_27DF_E8",217.220514478769,-5.04327541854108,0.0626877013535535,"27DF","chlorella",2
"666","Plate_2_27DF_F8",211.92326556519,-5.28152469348626,0.0623298774070059,"27DF","chlorella",2
"667","Plate_2_27DF_G8",203.554033978834,-4.33715294128743,0.0488229136289769,"27DF","chlorella",2
"668","Plate_2_28DF_B9",106.233547220013,-0.784000328188722,51.6332226957316,"28DF","chlorella",2
"669","Plate_2_28DF_C9",-7216.98808539353,41.651325444674,0.0497480855657259,"28DF","chlorella",2
"670","Plate_2_28DF_D9",291.910864200322,-9.30343009033431,0.112989654794332,"28DF","chlorella",2
"671","Plate_2_29DF_E9",580.90326476184,-8.95646444128272,0.0872691500469511,"29DF","chlorella",2
"672","Plate_2_29DF_F9",588.01495625926,-8.93912662545894,0.0871319066857276,"29DF","chlorella",2
"673","Plate_2_29DF_G9",579.412506973238,-9.22180025354398,0.0896237193100446,"29DF","chlorella",2
"674","Plate_2_30,1DF_B10",776.485020857084,-3.26300074089054,0.016604759073522,"30,1DF","chlorella",2
"675","Plate_2_30,1DF_C10",1076.37602846982,-3.53075187390048,0.0149202040469503,"30,1DF","chlorella",2
"676","Plate_2_30,1DF_D10",613.439283108171,-3.19593065014719,0.0175989817460546,"30,1DF","chlorella",2
"677","Plate_2_31DF_E10",416.288817367325,-3.23226074716084,0.0226706459534054,"31DF","chlorella",2
"678","Plate_2_31DF_F10",495.302205567075,-3.11207630461114,0.0190773678999096,"31DF","chlorella",2
"679","Plate_2_31DF_G10",666.710740303881,-3.40817425499877,0.0182016388203702,"31DF","chlorella",2
"680","Plate_2_AC_B11",295.877909309909,-5.76136632889765,0.058775015932673,"AC","chlorella",2
"681","Plate_2_AC_C11",272.043241769293,-5.5373291280024,0.0572732519846176,"AC","chlorella",2
"682","Plate_2_AC_D11",260.245852894304,-5.90258735264817,0.0624467379390333,"AC","chlorella",2
"683","Plate_2_AC_E11",255.633932052413,-5.3685900972937,0.0552608821130076,"AC","chlorella",2
"684","Plate_20_110DF_F2",1172.74781065148,-3.26537106280244,0.0112049881623062,"110DF","monoraphidium",20
"685","Plate_20_110DF_F3",1499.46241753588,-3.32591124370466,0.00937461755134684,"110DF","monoraphidium",20
"686","Plate_20_110DF_F4",1429.60555230385,-3.39552737035898,0.0101388562773374,"110DF","monoraphidium",20
"687","Plate_20_165D3_G2",613.992763386029,-5.74002809322498,0.033252537371642,"165D3","monoraphidium",20
"688","Plate_20_165D3_G3",674.278875970606,-3.77446023247278,0.0151113940785107,"165D3","monoraphidium",20
"689","Plate_20_165D3_G4",1283.7444787654,-3.71526647537535,0.0109789139353738,"165D3","monoraphidium",20
"690","Plate_20_170D3_B10",795.373372470622,-2.82913761329309,0.01435519379556,"170D3","monoraphidium",20
"691","Plate_20_170D3_B5",950.412182639135,-2.93990484319285,0.0135850457125443,"170D3","monoraphidium",20
"692","Plate_20_170D3_B6",1249.71838018415,-2.97900764268843,0.0112460692725013,"170D3","monoraphidium",20
"693","Plate_20_170D3_B7",1059.00622695692,-2.94804051849956,0.0128794642858879,"170D3","monoraphidium",20
"694","Plate_20_170D3_B8",1004.57062131047,-2.86429153427874,0.0127269601771938,"170D3","monoraphidium",20
"695","Plate_20_170D3_B9",934.511678889687,-2.90157206911625,0.0142698473833967,"170D3","monoraphidium",20
"696","Plate_20_173D3_D2",587.135194311376,-3.95090691212086,0.020120613153798,"173D3","monoraphidium",20
"697","Plate_20_173D3_D3",524.899434139605,-4.22944771224939,0.0216256652329828,"173D3","monoraphidium",20
"698","Plate_20_173D3_D4",930.459340770256,-3.23318886342966,0.0117685558288057,"173D3","monoraphidium",20
"699","Plate_20_176D3_B2",638.933354188301,-3.59947259865019,0.0233922887098876,"176D3","monoraphidium",20
"700","Plate_20_176D3_B3",657.107532436446,-3.4316836296141,0.0221399246886183,"176D3","monoraphidium",20
"701","Plate_20_176D3_B4",787.74273412996,-3.0576006449277,0.0166792662522371,"176D3","monoraphidium",20
"702","Plate_20_180D3_C2",771.839042952145,-2.94128140633619,0.0136597309253373,"180D3","monoraphidium",20
"703","Plate_20_180D3_C3",997.765182774401,-2.890728023649,0.0105825232392877,"180D3","monoraphidium",20
"704","Plate_20_180D3_C4",3456.02903288902,-3.90202076847084,0.00757665083113753,"180D3","monoraphidium",20
"705","Plate_20_97DF_E2",588.78731132836,-3.05575983249833,0.0198282996240755,"97DF","monoraphidium",20
"706","Plate_20_97DF_E3",837.891039287391,-2.64351254666682,0.0117772714513766,"97DF","monoraphidium",20
"707","Plate_20_97DF_E4",698.359922582451,-2.64678771850299,0.0137215902014193,"97DF","monoraphidium",20
"708","Plate_20_AC_B11",1244.14046442407,-3.35077645606951,0.010779777867044,"AC","monoraphidium",20
"709","Plate_20_AC_C11",961.201877573111,-3.26617310011169,0.0119138984800437,"AC","monoraphidium",20
"710","Plate_20_AC_D11",674.206733154133,-3.05371462100802,0.0138142339412023,"AC","monoraphidium",20
"711","Plate_20_AC_E11",616.738813932464,-3.1742835482468,0.015972842345754,"AC","monoraphidium",20
"712","Plate_20_AC_F10",621.693606678318,-3.08116141718047,0.0166658545321514,"AC","monoraphidium",20
"713","Plate_20_AC_F5",549.779631099395,-3.27985809970943,0.0188418271472771,"AC","monoraphidium",20
"714","Plate_20_AC_F6",639.37878802562,-2.97651282377115,0.0152218419724645,"AC","monoraphidium",20
"715","Plate_20_AC_F7",638.762872223227,-3.2415435406809,0.0178726784032768,"AC","monoraphidium",20
"716","Plate_20_AC_F8",641.632927321386,-2.99563453707627,0.0151036489673001,"AC","monoraphidium",20
"717","Plate_20_AC_F9",605.677793916129,-3.25487111107062,0.0163854254245196,"AC","monoraphidium",20
"718","Plate_20_AC_G10",659.488452633477,-2.96653136024347,0.0149966422085837,"AC","monoraphidium",20
"719","Plate_20_AC_G5",759.185892468156,-2.96113054632006,0.0128701601018213,"AC","monoraphidium",20
"720","Plate_20_AC_G6",694.157475819164,-3.07163210512426,0.0145631443396471,"AC","monoraphidium",20
"721","Plate_20_AC_G7",616.604511526063,-3.22831168116437,0.0159449274461585,"AC","monoraphidium",20
"722","Plate_20_AC_G8",654.258429211455,-2.96293735410718,0.0155228638234563,"AC","monoraphidium",20
"723","Plate_20_AC_G9",611.480111046202,-3.21744236643515,0.0163803723272092,"AC","monoraphidium",20
"724","Plate_21_125DF_C5",497.572503069498,-3.98068522963529,0.0140828387534809,"125DF","selenastrum",21
"725","Plate_21_125DF_C6",299.233291503757,-3.51603371033412,0.0153128989792449,"125DF","selenastrum",21
"726","Plate_21_125DF_C7",458.417270074632,-3.89743204113794,0.0138395177318168,"125DF","selenastrum",21
"727","Plate_21_127DF_B10",3929.43873779012,-5.89019697655909,0.00989928126537295,"127DF","selenastrum",21
"728","Plate_21_127DF_B8",103.11068928719,-2.68116129309803,0.0195452219401203,"127DF","selenastrum",21
"729","Plate_21_127DF_B9",2900.99627060906,-5.63879997685988,0.00968630038772618,"127DF","selenastrum",21
"730","Plate_21_128DF_C2",14888.5633653511,-7.29879872825168,0.011537532342458,"128DF","selenastrum",21
"731","Plate_21_128DF_C3",461.034995076336,-4.06329813732224,0.0196424699556423,"128DF","selenastrum",21
"732","Plate_21_128DF_C4",543.660403189154,-3.92353365480983,0.0181296317348606,"128DF","selenastrum",21
"733","Plate_21_130DF_F2",278.216317081236,-3.45243393769866,0.00878600326217809,"130DF","selenastrum",21
"734","Plate_21_130DF_F3",254260.197338525,-10.1623166789473,0.0117281309938646,"130DF","selenastrum",21
"735","Plate_21_130DF_F4",835.025343840264,-4.85866760374053,0.0145858062310147,"130DF","selenastrum",21
"736","Plate_21_135DF_E2",1235.11465920736,-4.83339775276564,0.0135650615509738,"135DF","selenastrum",21
"737","Plate_21_135DF_E3",756.910613155703,-4.67227376930136,0.0158301750087487,"135DF","selenastrum",21
"738","Plate_21_135DF_E4",620.626732397873,-4.51519269845356,0.0166328070397161,"135DF","selenastrum",21
"739","Plate_21_136,1DF_G2",565.898996867538,-3.84147168328045,0.0195985573272056,"136,1DF","selenastrum",21
"740","Plate_21_136,1DF_G3",514.233682494701,-3.90952200953271,0.0202766911046749,"136,1DF","selenastrum",21
"741","Plate_21_136,1DF_G4",569.470418703887,-3.63390459875458,0.0173085211662655,"136,1DF","selenastrum",21
"742","Plate_21_136DF_F5",522.28539647601,-4.54004381228148,0.0228455987218877,"136DF","selenastrum",21
"743","Plate_21_136DF_F6",502.080543248996,-4.74611941882641,0.0250036927564253,"136DF","selenastrum",21
"744","Plate_21_136DF_F7",440.91985410004,-5.07477805740417,0.0286733763198343,"136DF","selenastrum",21
"745","Plate_21_138DF_E10",490.962086585198,-3.50119310834028,0.0176995036608207,"138DF","selenastrum",21
"746","Plate_21_138DF_E8",466.467995066223,-3.53909915495569,0.0184662968963606,"138DF","selenastrum",21
"747","Plate_21_138DF_E9",518.175970750522,-3.55473505713338,0.0175015616262322,"138DF","selenastrum",21
"748","Plate_21_141,1DF_D10",478.846994886781,-3.6138550765246,0.0221695837658019,"141,1DF","selenastrum",21
"749","Plate_21_141,1DF_D8",519.350551520487,-3.79583059182398,0.0224659934004528,"141,1DF","selenastrum",21
"750","Plate_21_141,1DF_D9",482.027197690208,-3.67278654465807,0.0225232738425762,"141,1DF","selenastrum",21
"751","Plate_21_143,1DF_G5",512.01428987585,-3.81205990753018,0.018722528532379,"143,1DF","selenastrum",21
"752","Plate_21_143,1DF_G6",509.08069940565,-3.72608058944783,0.0186287261575232,"143,1DF","selenastrum",21
"753","Plate_21_143,1DF_G7",451.816469254282,-3.79797448119395,0.0200837019937411,"143,1DF","selenastrum",21
"754","Plate_21_150,1DF_D5",485.046385698319,-3.62997395460635,0.0196436086248061,"150,1DF","selenastrum",21
"755","Plate_21_150,1DF_D6",507.209277251282,-3.5732893920168,0.0179999670047303,"150,1DF","selenastrum",21
"756","Plate_21_150,1DF_D7",430.072653282049,-3.68282355235345,0.0213048090905938,"150,1DF","selenastrum",21
"757","Plate_21_204D3_B5",535.852179608136,-4.65319018455746,0.0249796496563036,"204D3","selenastrum",21
"758","Plate_21_204D3_B6",527.232269436841,-4.41431635982878,0.02481787706033,"204D3","selenastrum",21
"759","Plate_21_204D3_B7",502.049172341263,-4.3585224010033,0.0249337361354652,"204D3","selenastrum",21
